Mod:Item:MetaData, Localized Name
gregtech:hermetic_casing:2, Hermetic Casing III
gregtech:hermetic_casing:3, Hermetic Casing IV
gregtech:hermetic_casing:4, Hermetic Casing V
gregtech:hermetic_casing:5, Hermetic Casing VI
gregtech:hermetic_casing:6, Hermetic Casing VII
gregtech:hermetic_casing:7, Hermetic Casing VIII
gregtech:hermetic_casing:8, Hermetic Casing IX
gregtech:cleanroom_casing:0, Plascrete
gregtech:cleanroom_casing:1, Filter Casing
gregtech:cleanroom_casing:2, Sterilizing Filter Casing
gregtech:computer_casing:0, Computer Casing
gregtech:computer_casing:1, Computer Heat Vent
gregtech:computer_casing:2, High Power Casing
gregtech:computer_casing:3, Advanced Computer Casing
gregtech:battery_block:0, Empty Tier I Capacitor
gregtech:battery_block:1, EV Lapotronic Capacitor
gregtech:battery_block:2, IV Lapotronic Capacitor
gregtech:battery_block:3, Empty Tier II Capacitor
gregtech:battery_block:4, LuV Lapotronic Capacitor
gregtech:battery_block:5, ZPM Lapotronic Capacitor
gregtech:battery_block:6, Empty Tier III Capacitor
gregtech:battery_block:7, UV Lapotronic Capacitor
gregtech:battery_block:8, UHV Ultimate Capacitor
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_casing:4, PTFE Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Firebricks
gregtech:metal_casing:2, Heat Proof Invar Machine Casing
gregtech:metal_casing:3, Frost Proof Aluminium Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:metal_casing:9, Chemically Inert PTFE Machine Casing
gregtech:metal_casing:10, Sturdy HSS-E Machine Casing
gregtech:metal_casing:11, Palladium Substation Casing
gregtech:turbine_casing:0, Bronze Gearbox Casing
gregtech:turbine_casing:1, Steel Gearbox Casing
gregtech:turbine_casing:2, Stainless Steel Gearbox Casing
gregtech:turbine_casing:3, Titanium Gearbox Casing
gregtech:turbine_casing:4, Tungstensteel Gearbox Casing
gregtech:turbine_casing:5, Steel Turbine Casing
gregtech:turbine_casing:6, Titanium Turbine Casing
gregtech:turbine_casing:7, Stainless Turbine Casing
gregtech:turbine_casing:8, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, UHV Machine Casing
gregtech:steam_casing:0, Bronze Hull
gregtech:steam_casing:1, Bricked Bronze Hull
gregtech:steam_casing:2, Steel Hull
gregtech:steam_casing:3, Bricked Wrought Iron Hull
gregtech:steam_casing:4, Pump Deck
gregtech:steam_casing:5, Wooden Wall
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Extreme Engine Intake Casing
gregtech:multiblock_casing:2, Grate Machine Casing
gregtech:multiblock_casing:3, Assembly Control Casing
gregtech:multiblock_casing:4, Assembly Line Casing
gregtech:transparent_casing:0, Tempered Glass
gregtech:transparent_casing:1, Fusion Glass
gregtech:transparent_casing:2, Laminated Glass
gregtech:transparent_casing:3, Cleanroom Glass
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, RTM Alloy Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Trinium Coil Block
gregtech:wire_coil:7, Tritanium Coil Block
gregtech:fusion_casing:0, Superconducting Coil Block
gregtech:fusion_casing:1, Fusion Coil Block
gregtech:fusion_casing:2, Fusion Machine Casing
gregtech:fusion_casing:3, Fusion Machine Casing MK II
gregtech:fusion_casing:4, Fusion Machine Casing MK III
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:warning_sign:10, Generic Hazard Sign Block
gregtech:warning_sign:11, High Voltage Hazard Sign Block
gregtech:warning_sign:12, Magnetic Hazard Sign Block
gregtech:warning_sign:13, Antimatter Hazard Sign Block
gregtech:warning_sign:14, High Temperature Hazard Sign Block
gregtech:warning_sign:15, Void Hazard Sign Block
gregtech:warning_sign_1:0, Mob Spawner Hazard Sign Block
gregtech:warning_sign_1:1, Spatial Storage Hazard Sign Block
gregtech:warning_sign_1:2, Laser Hazard Sign Block
gregtech:warning_sign_1:3, Mob Infestation Hazard Sign Block
gregtech:warning_sign_1:4, Boss Hazard Sign Block
gregtech:warning_sign_1:5, Gregification Hazard Sign Block
gregtech:warning_sign_1:6, Non-Standard Causality Hazard Sign Block
gregtech:warning_sign_1:7, Automated Defenses Hazard Sign Block
gregtech:warning_sign_1:8, High Pressure Hazard Sign Block
gregtech:metal_sheet:0, White Metal Sheet
gregtech:metal_sheet:1, Orange Metal Sheet
gregtech:metal_sheet:2, Magenta Metal Sheet
gregtech:metal_sheet:3, Light Blue Metal Sheet
gregtech:metal_sheet:4, Yellow Metal Sheet
gregtech:metal_sheet:5, Lime Metal Sheet
gregtech:metal_sheet:6, Pink Metal Sheet
gregtech:metal_sheet:7, Gray Metal Sheet
gregtech:metal_sheet:8, Light Gray Metal Sheet
gregtech:metal_sheet:9, Cyan Metal Sheet
gregtech:metal_sheet:10, Purple Metal Sheet
gregtech:metal_sheet:11, Blue Metal Sheet
gregtech:metal_sheet:12, Brown Metal Sheet
gregtech:metal_sheet:13, Green Metal Sheet
gregtech:metal_sheet:14, Red Metal Sheet
gregtech:metal_sheet:15, Black Metal Sheet
gregtech:large_metal_sheet:0, White Large Metal Sheet
gregtech:large_metal_sheet:1, Orange Large Metal Sheet
gregtech:large_metal_sheet:2, Magenta Large Metal Sheet
gregtech:large_metal_sheet:3, Light Blue Large Metal Sheet
gregtech:large_metal_sheet:4, Yellow Large Metal Sheet
gregtech:large_metal_sheet:5, Lime Large Metal Sheet
gregtech:large_metal_sheet:6, Pink Large Metal Sheet
gregtech:large_metal_sheet:7, Gray Large Metal Sheet
gregtech:large_metal_sheet:8, Light Gray Large Metal Sheet
gregtech:large_metal_sheet:9, Cyan Large Metal Sheet
gregtech:large_metal_sheet:10, Purple Large Metal Sheet
gregtech:large_metal_sheet:11, Blue Large Metal Sheet
gregtech:large_metal_sheet:12, Brown Large Metal Sheet
gregtech:large_metal_sheet:13, Green Large Metal Sheet
gregtech:large_metal_sheet:14, Red Large Metal Sheet
gregtech:large_metal_sheet:15, Black Large Metal Sheet
gregtech:studs:0, White Studs
gregtech:studs:1, Orange Studs
gregtech:studs:2, Magenta Studs
gregtech:studs:3, Light Blue Studs
gregtech:studs:4, Yellow Studs
gregtech:studs:5, Lime Studs
gregtech:studs:6, Pink Studs
gregtech:studs:7, Gray Studs
gregtech:studs:8, Light Gray Studs
gregtech:studs:9, Cyan Studs
gregtech:studs:10, Purple Studs
gregtech:studs:11, Blue Studs
gregtech:studs:12, Brown Studs
gregtech:studs:13, Green Studs
gregtech:studs:14, Red Studs
gregtech:studs:15, Black Studs
gregtech:white_lamp:0, White Lamp
gregtech:white_lamp:1, White Lamp
gregtech:white_lamp:2, White Lamp
gregtech:white_lamp:3, White Lamp
gregtech:white_lamp:4, White Lamp
gregtech:white_lamp:5, White Lamp
gregtech:white_lamp:6, White Lamp
gregtech:white_lamp:7, White Lamp
gregtech:orange_lamp:0, Orange Lamp
gregtech:orange_lamp:1, Orange Lamp
gregtech:orange_lamp:2, Orange Lamp
gregtech:orange_lamp:3, Orange Lamp
gregtech:orange_lamp:4, Orange Lamp
gregtech:orange_lamp:5, Orange Lamp
gregtech:orange_lamp:6, Orange Lamp
gregtech:orange_lamp:7, Orange Lamp
gregtech:magenta_lamp:0, Magenta Lamp
gregtech:magenta_lamp:1, Magenta Lamp
gregtech:magenta_lamp:2, Magenta Lamp
gregtech:magenta_lamp:3, Magenta Lamp
gregtech:magenta_lamp:4, Magenta Lamp
gregtech:magenta_lamp:5, Magenta Lamp
gregtech:magenta_lamp:6, Magenta Lamp
gregtech:magenta_lamp:7, Magenta Lamp
gregtech:light_blue_lamp:0, Light Blue Lamp
gregtech:light_blue_lamp:1, Light Blue Lamp
gregtech:light_blue_lamp:2, Light Blue Lamp
gregtech:light_blue_lamp:3, Light Blue Lamp
gregtech:light_blue_lamp:4, Light Blue Lamp
gregtech:light_blue_lamp:5, Light Blue Lamp
gregtech:light_blue_lamp:6, Light Blue Lamp
gregtech:light_blue_lamp:7, Light Blue Lamp
gregtech:yellow_lamp:0, Yellow Lamp
gregtech:yellow_lamp:1, Yellow Lamp
gregtech:yellow_lamp:2, Yellow Lamp
gregtech:yellow_lamp:3, Yellow Lamp
gregtech:yellow_lamp:4, Yellow Lamp
gregtech:yellow_lamp:5, Yellow Lamp
gregtech:yellow_lamp:6, Yellow Lamp
gregtech:yellow_lamp:7, Yellow Lamp
gregtech:lime_lamp:0, Lime Lamp
gregtech:lime_lamp:1, Lime Lamp
gregtech:lime_lamp:2, Lime Lamp
gregtech:lime_lamp:3, Lime Lamp
gregtech:lime_lamp:4, Lime Lamp
gregtech:lime_lamp:5, Lime Lamp
gregtech:lime_lamp:6, Lime Lamp
gregtech:lime_lamp:7, Lime Lamp
gregtech:pink_lamp:0, Pink Lamp
gregtech:pink_lamp:1, Pink Lamp
gregtech:pink_lamp:2, Pink Lamp
gregtech:pink_lamp:3, Pink Lamp
gregtech:pink_lamp:4, Pink Lamp
gregtech:pink_lamp:5, Pink Lamp
gregtech:pink_lamp:6, Pink Lamp
gregtech:pink_lamp:7, Pink Lamp
gregtech:gray_lamp:0, Gray Lamp
gregtech:gray_lamp:1, Gray Lamp
gregtech:gray_lamp:2, Gray Lamp
gregtech:gray_lamp:3, Gray Lamp
gregtech:gray_lamp:4, Gray Lamp
gregtech:gray_lamp:5, Gray Lamp
gregtech:gray_lamp:6, Gray Lamp
gregtech:gray_lamp:7, Gray Lamp
gregtech:silver_lamp:0, Light Gray Lamp
gregtech:silver_lamp:1, Light Gray Lamp
gregtech:silver_lamp:2, Light Gray Lamp
gregtech:silver_lamp:3, Light Gray Lamp
gregtech:silver_lamp:4, Light Gray Lamp
gregtech:silver_lamp:5, Light Gray Lamp
gregtech:silver_lamp:6, Light Gray Lamp
gregtech:silver_lamp:7, Light Gray Lamp
gregtech:cyan_lamp:0, Cyan Lamp
gregtech:cyan_lamp:1, Cyan Lamp
gregtech:cyan_lamp:2, Cyan Lamp
gregtech:cyan_lamp:3, Cyan Lamp
gregtech:cyan_lamp:4, Cyan Lamp
gregtech:cyan_lamp:5, Cyan Lamp
gregtech:cyan_lamp:6, Cyan Lamp
gregtech:cyan_lamp:7, Cyan Lamp
gregtech:purple_lamp:0, Purple Lamp
gregtech:purple_lamp:1, Purple Lamp
gregtech:purple_lamp:2, Purple Lamp
gregtech:purple_lamp:3, Purple Lamp
gregtech:purple_lamp:4, Purple Lamp
gregtech:purple_lamp:5, Purple Lamp
gregtech:purple_lamp:6, Purple Lamp
gregtech:purple_lamp:7, Purple Lamp
gregtech:blue_lamp:0, Blue Lamp
gregtech:blue_lamp:1, Blue Lamp
gregtech:blue_lamp:2, Blue Lamp
gregtech:blue_lamp:3, Blue Lamp
gregtech:blue_lamp:4, Blue Lamp
gregtech:blue_lamp:5, Blue Lamp
gregtech:blue_lamp:6, Blue Lamp
gregtech:blue_lamp:7, Blue Lamp
gregtech:brown_lamp:0, Brown Lamp
gregtech:brown_lamp:1, Brown Lamp
gregtech:brown_lamp:2, Brown Lamp
gregtech:brown_lamp:3, Brown Lamp
gregtech:brown_lamp:4, Brown Lamp
gregtech:brown_lamp:5, Brown Lamp
gregtech:brown_lamp:6, Brown Lamp
gregtech:brown_lamp:7, Brown Lamp
gregtech:green_lamp:0, Green Lamp
gregtech:green_lamp:1, Green Lamp
gregtech:green_lamp:2, Green Lamp
gregtech:green_lamp:3, Green Lamp
gregtech:green_lamp:4, Green Lamp
gregtech:green_lamp:5, Green Lamp
gregtech:green_lamp:6, Green Lamp
gregtech:green_lamp:7, Green Lamp
gregtech:red_lamp:0, Red Lamp
gregtech:red_lamp:1, Red Lamp
gregtech:red_lamp:2, Red Lamp
gregtech:red_lamp:3, Red Lamp
gregtech:red_lamp:4, Red Lamp
gregtech:red_lamp:5, Red Lamp
gregtech:red_lamp:6, Red Lamp
gregtech:red_lamp:7, Red Lamp
gregtech:black_lamp:0, Black Lamp
gregtech:black_lamp:1, Black Lamp
gregtech:black_lamp:2, Black Lamp
gregtech:black_lamp:3, Black Lamp
gregtech:black_lamp:4, Black Lamp
gregtech:black_lamp:5, Black Lamp
gregtech:black_lamp:6, Black Lamp
gregtech:black_lamp:7, Black Lamp
gregtech:borderless_white_lamp:0, Borderless White Lamp
gregtech:borderless_white_lamp:1, Borderless White Lamp
gregtech:borderless_white_lamp:2, Borderless White Lamp
gregtech:borderless_white_lamp:3, Borderless White Lamp
gregtech:borderless_white_lamp:4, Borderless White Lamp
gregtech:borderless_white_lamp:5, Borderless White Lamp
gregtech:borderless_white_lamp:6, Borderless White Lamp
gregtech:borderless_white_lamp:7, Borderless White Lamp
gregtech:borderless_orange_lamp:0, Borderless Orange Lamp
gregtech:borderless_orange_lamp:1, Borderless Orange Lamp
gregtech:borderless_orange_lamp:2, Borderless Orange Lamp
gregtech:borderless_orange_lamp:3, Borderless Orange Lamp
gregtech:borderless_orange_lamp:4, Borderless Orange Lamp
gregtech:borderless_orange_lamp:5, Borderless Orange Lamp
gregtech:borderless_orange_lamp:6, Borderless Orange Lamp
gregtech:borderless_orange_lamp:7, Borderless Orange Lamp
gregtech:borderless_magenta_lamp:0, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:1, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:2, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:3, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:4, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:5, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:6, Borderless Magenta Lamp
gregtech:borderless_magenta_lamp:7, Borderless Magenta Lamp
gregtech:borderless_light_blue_lamp:0, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:1, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:2, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:3, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:4, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:5, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:6, Borderless Light Blue Lamp
gregtech:borderless_light_blue_lamp:7, Borderless Light Blue Lamp
gregtech:borderless_yellow_lamp:0, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:1, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:2, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:3, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:4, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:5, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:6, Borderless Yellow Lamp
gregtech:borderless_yellow_lamp:7, Borderless Yellow Lamp
gregtech:borderless_lime_lamp:0, Borderless Lime Lamp
gregtech:borderless_lime_lamp:1, Borderless Lime Lamp
gregtech:borderless_lime_lamp:2, Borderless Lime Lamp
gregtech:borderless_lime_lamp:3, Borderless Lime Lamp
gregtech:borderless_lime_lamp:4, Borderless Lime Lamp
gregtech:borderless_lime_lamp:5, Borderless Lime Lamp
gregtech:borderless_lime_lamp:6, Borderless Lime Lamp
gregtech:borderless_lime_lamp:7, Borderless Lime Lamp
gregtech:borderless_pink_lamp:0, Borderless Pink Lamp
gregtech:borderless_pink_lamp:1, Borderless Pink Lamp
gregtech:borderless_pink_lamp:2, Borderless Pink Lamp
gregtech:borderless_pink_lamp:3, Borderless Pink Lamp
gregtech:borderless_pink_lamp:4, Borderless Pink Lamp
gregtech:borderless_pink_lamp:5, Borderless Pink Lamp
gregtech:borderless_pink_lamp:6, Borderless Pink Lamp
gregtech:borderless_pink_lamp:7, Borderless Pink Lamp
gregtech:borderless_gray_lamp:0, Borderless Gray Lamp
gregtech:borderless_gray_lamp:1, Borderless Gray Lamp
gregtech:borderless_gray_lamp:2, Borderless Gray Lamp
gregtech:borderless_gray_lamp:3, Borderless Gray Lamp
gregtech:borderless_gray_lamp:4, Borderless Gray Lamp
gregtech:borderless_gray_lamp:5, Borderless Gray Lamp
gregtech:borderless_gray_lamp:6, Borderless Gray Lamp
gregtech:borderless_gray_lamp:7, Borderless Gray Lamp
gregtech:borderless_silver_lamp:0, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:1, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:2, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:3, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:4, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:5, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:6, Borderless Light Gray Lamp
gregtech:borderless_silver_lamp:7, Borderless Light Gray Lamp
gregtech:borderless_cyan_lamp:0, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:1, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:2, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:3, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:4, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:5, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:6, Borderless Cyan Lamp
gregtech:borderless_cyan_lamp:7, Borderless Cyan Lamp
gregtech:borderless_purple_lamp:0, Borderless Purple Lamp
gregtech:borderless_purple_lamp:1, Borderless Purple Lamp
gregtech:borderless_purple_lamp:2, Borderless Purple Lamp
gregtech:borderless_purple_lamp:3, Borderless Purple Lamp
gregtech:borderless_purple_lamp:4, Borderless Purple Lamp
gregtech:borderless_purple_lamp:5, Borderless Purple Lamp
gregtech:borderless_purple_lamp:6, Borderless Purple Lamp
gregtech:borderless_purple_lamp:7, Borderless Purple Lamp
gregtech:borderless_blue_lamp:0, Borderless Blue Lamp
gregtech:borderless_blue_lamp:1, Borderless Blue Lamp
gregtech:borderless_blue_lamp:2, Borderless Blue Lamp
gregtech:borderless_blue_lamp:3, Borderless Blue Lamp
gregtech:borderless_blue_lamp:4, Borderless Blue Lamp
gregtech:borderless_blue_lamp:5, Borderless Blue Lamp
gregtech:borderless_blue_lamp:6, Borderless Blue Lamp
gregtech:borderless_blue_lamp:7, Borderless Blue Lamp
gregtech:borderless_brown_lamp:0, Borderless Brown Lamp
gregtech:borderless_brown_lamp:1, Borderless Brown Lamp
gregtech:borderless_brown_lamp:2, Borderless Brown Lamp
gregtech:borderless_brown_lamp:3, Borderless Brown Lamp
gregtech:borderless_brown_lamp:4, Borderless Brown Lamp
gregtech:borderless_brown_lamp:5, Borderless Brown Lamp
gregtech:borderless_brown_lamp:6, Borderless Brown Lamp
gregtech:borderless_brown_lamp:7, Borderless Brown Lamp
gregtech:borderless_green_lamp:0, Borderless Green Lamp
gregtech:borderless_green_lamp:1, Borderless Green Lamp
gregtech:borderless_green_lamp:2, Borderless Green Lamp
gregtech:borderless_green_lamp:3, Borderless Green Lamp
gregtech:borderless_green_lamp:4, Borderless Green Lamp
gregtech:borderless_green_lamp:5, Borderless Green Lamp
gregtech:borderless_green_lamp:6, Borderless Green Lamp
gregtech:borderless_green_lamp:7, Borderless Green Lamp
gregtech:borderless_red_lamp:0, Borderless Red Lamp
gregtech:borderless_red_lamp:1, Borderless Red Lamp
gregtech:borderless_red_lamp:2, Borderless Red Lamp
gregtech:borderless_red_lamp:3, Borderless Red Lamp
gregtech:borderless_red_lamp:4, Borderless Red Lamp
gregtech:borderless_red_lamp:5, Borderless Red Lamp
gregtech:borderless_red_lamp:6, Borderless Red Lamp
gregtech:borderless_red_lamp:7, Borderless Red Lamp
gregtech:borderless_black_lamp:0, Borderless Black Lamp
gregtech:borderless_black_lamp:1, Borderless Black Lamp
gregtech:borderless_black_lamp:2, Borderless Black Lamp
gregtech:borderless_black_lamp:3, Borderless Black Lamp
gregtech:borderless_black_lamp:4, Borderless Black Lamp
gregtech:borderless_black_lamp:5, Borderless Black Lamp
gregtech:borderless_black_lamp:6, Borderless Black Lamp
gregtech:borderless_black_lamp:7, Borderless Black Lamp
gregtech:asphalt:0, Asphalt
gregtech:stone_smooth:0, Black Granite
gregtech:stone_smooth:1, Red Granite
gregtech:stone_smooth:2, Marble
gregtech:stone_smooth:3, Basalt
gregtech:stone_smooth:4, Light Concrete
gregtech:stone_smooth:5, Dark Concrete
gregtech:stone_cobble:0, Black Granite Cobblestone
gregtech:stone_cobble:1, Red Granite Cobblestone
gregtech:stone_cobble:2, Marble Cobblestone
gregtech:stone_cobble:3, Basalt Cobblestone
gregtech:stone_cobble:4, Light Concrete Cobblestone
gregtech:stone_cobble:5, Dark Concrete Cobblestone
gregtech:stone_cobble_mossy:0, Mossy Black Granite Cobblestone
gregtech:stone_cobble_mossy:1, Mossy Red Granite Cobblestone
gregtech:stone_cobble_mossy:2, Mossy Marble Cobblestone
gregtech:stone_cobble_mossy:3, Mossy Basalt Cobblestone
gregtech:stone_cobble_mossy:4, Mossy Light Concrete Cobblestone
gregtech:stone_cobble_mossy:5, Mossy Dark Concrete Cobblestone
gregtech:stone_polished:0, Polished Black Granite
gregtech:stone_polished:1, Polished Red Granite
gregtech:stone_polished:2, Polished Marble
gregtech:stone_polished:3, Polished Basalt
gregtech:stone_polished:4, Polished Light Concrete
gregtech:stone_polished:5, Polished Dark Concrete
gregtech:stone_bricks:0, Black Granite Bricks
gregtech:stone_bricks:1, Red Granite Bricks
gregtech:stone_bricks:2, Marble Bricks
gregtech:stone_bricks:3, Basalt Bricks
gregtech:stone_bricks:4, Light Concrete Bricks
gregtech:stone_bricks:5, Dark Concrete Bricks
gregtech:stone_bricks_cracked:0, Cracked Black Granite Bricks
gregtech:stone_bricks_cracked:1, Cracked Red Granite Bricks
gregtech:stone_bricks_cracked:2, Cracked Marble Bricks
gregtech:stone_bricks_cracked:3, Cracked Basalt Bricks
gregtech:stone_bricks_cracked:4, Cracked Light Concrete Bricks
gregtech:stone_bricks_cracked:5, Cracked Dark Concrete Bricks
gregtech:stone_bricks_mossy:0, Mossy Black Granite Bricks
gregtech:stone_bricks_mossy:1, Mossy Red Granite Bricks
gregtech:stone_bricks_mossy:2, Mossy Marble Bricks
gregtech:stone_bricks_mossy:3, Mossy Basalt Bricks
gregtech:stone_bricks_mossy:4, Mossy Light Concrete Bricks
gregtech:stone_bricks_mossy:5, Mossy Dark Concrete Bricks
gregtech:stone_chiseled:0, Chiseled Black Granite
gregtech:stone_chiseled:1, Chiseled Red Granite
gregtech:stone_chiseled:2, Chiseled Marble
gregtech:stone_chiseled:3, Chiseled Basalt
gregtech:stone_chiseled:4, Chiseled Light Concrete
gregtech:stone_chiseled:5, Chiseled Dark Concrete
gregtech:stone_tiled:0, Black Granite Tiles
gregtech:stone_tiled:1, Red Granite Tiles
gregtech:stone_tiled:2, Marble Tiles
gregtech:stone_tiled:3, Basalt Tiles
gregtech:stone_tiled:4, Light Concrete Tiles
gregtech:stone_tiled:5, Dark Concrete Tiles
gregtech:stone_tiled_small:0, Small Black Granite Tiles
gregtech:stone_tiled_small:1, Small Red Granite Tiles
gregtech:stone_tiled_small:2, Small Marble Tiles
gregtech:stone_tiled_small:3, Small Basalt Tiles
gregtech:stone_tiled_small:4, Small Light Concrete Tiles
gregtech:stone_tiled_small:5, Small Dark Concrete Tiles
gregtech:stone_bricks_small:0, Small Black Granite Bricks
gregtech:stone_bricks_small:1, Small Red Granite Bricks
gregtech:stone_bricks_small:2, Small Marble Bricks
gregtech:stone_bricks_small:3, Small Basalt Bricks
gregtech:stone_bricks_small:4, Small Light Concrete Bricks
gregtech:stone_bricks_small:5, Small Dark Concrete Bricks
gregtech:stone_windmill_a:0, Black Granite Windmill Tiles A
gregtech:stone_windmill_a:1, Red Granite Windmill Tiles A
gregtech:stone_windmill_a:2, Marble Windmill Tiles A
gregtech:stone_windmill_a:3, Basalt Windmill Tiles A
gregtech:stone_windmill_a:4, Light Concrete Windmill Tiles A
gregtech:stone_windmill_a:5, Dark Concrete Windmill Tiles A
gregtech:stone_windmill_b:0, Black Granite Windmill Tiles B
gregtech:stone_windmill_b:1, Red Granite Windmill Tiles B
gregtech:stone_windmill_b:2, Marble Windmill Tiles B
gregtech:stone_windmill_b:3, Basalt Windmill Tiles B
gregtech:stone_windmill_b:4, Light Concrete Windmill Tiles B
gregtech:stone_windmill_b:5, Dark Concrete Windmill Tiles B
gregtech:stone_bricks_square:0, Square Black Granite Bricks
gregtech:stone_bricks_square:1, Square Red Granite Bricks
gregtech:stone_bricks_square:2, Square Marble Bricks
gregtech:stone_bricks_square:3, Square Basalt Bricks
gregtech:stone_bricks_square:4, Square Light Concrete Bricks
gregtech:stone_bricks_square:5, Square Dark Concrete Bricks
gregtech:planks:0, Rubber Wood Planks
gregtech:planks:1, Treated Wood Planks
gregtech:wood_slab:0, Rubber Wood Slab
gregtech:wood_slab:1, Treated Wood Slab
gregtech:rubber_wood_stairs, Rubber Wood Stairs
gregtech:treated_wood_stairs, Treated Wood Stairs
gregtech:rubber_wood_fence, Rubber Wood Fence
gregtech:treated_wood_fence, Treated Wood Fence
gregtech:rubber_wood_fence_gate, Rubber Wood Fence Gate
gregtech:treated_wood_fence_gate, Treated Wood Fence Gate
gregtech:brittle_charcoal, Brittle Charcoal
gregtech:rubber_log, Rubber Wood
gregtech:rubber_leaves, Rubber Tree Leaves
gregtech:rubber_sapling, Rubber Tree Sapling
gregtech:meta_block_compressed_0:2, Block of Aluminium
gregtech:meta_block_compressed_0:3, Block of Americium
gregtech:meta_block_compressed_0:4, Block of Antimony
gregtech:meta_block_compressed_0:10, Block of Beryllium
gregtech:meta_block_compressed_0:11, Block of Bismuth
gregtech:meta_block_compressed_1:6, Block of Chrome
gregtech:meta_block_compressed_1:7, Block of Cobalt
gregtech:meta_block_compressed_1:9, Block of Copper
gregtech:meta_block_compressed_1:11, Block of Darmstadtium
gregtech:meta_block_compressed_2:1, Block of Europium
gregtech:meta_block_compressed_2:7, Block of Gallium
gregtech:meta_block_compressed_3:0, Block of Indium
gregtech:meta_block_compressed_3:2, Block of Iridium
gregtech:meta_block_compressed_3:7, Block of Lead
gregtech:meta_block_compressed_3:13, Block of Manganese
gregtech:meta_block_compressed_4:0, Block of Molybdenum
gregtech:meta_block_compressed_4:2, Block of Neodymium
